scope,metric,bucket,key,count,bucket_total,ratio_in_bucket
strict,category,llm_only,input_validation_weakness,3,5,0.6
strict,category,llm_only,unencrypted_data_output,2,5,0.4
strict,category,neither,direct_usage_of_shared_memory,3,5,0.6
strict,category,neither,input_validation_weakness,2,5,0.4
strict,function,both,input,8,44,0.1818
strict,function,both,output,4,44,0.0909
strict,function,both,produce,4,44,0.0909
strict,function,both,produce_2,4,44,0.0909
strict,function,both,produce_i0,4,44,0.0909
strict,function,both,produce_i2,3,44,0.0682
strict,function,both,produce_s,2,44,0.0455
strict,function,both,produce_s2,2,44,0.0455
strict,function,both,produce_s3,6,44,0.1364
strict,function,both,shared_memory,7,44,0.1591
strict,function,diting_only,input,3,21,0.1429
strict,function,diting_only,output,3,21,0.1429
strict,function,diting_only,produce,2,21,0.0952
strict,function,diting_only,produce_2,2,21,0.0952
strict,function,diting_only,produce_i0,2,21,0.0952
strict,function,diting_only,produce_i3,3,21,0.1429
strict,function,diting_only,produce_s,1,21,0.0476
strict,function,diting_only,produce_s2,1,21,0.0476
strict,function,diting_only,produce_s3,2,21,0.0952
strict,function,diting_only,shared_memory,2,21,0.0952
strict,function,llm_only,produce_3,2,5,0.4
strict,function,llm_only,produce_i0,1,5,0.2
strict,function,llm_only,produce_i2,2,5,0.4
strict,function,neither,produce_i2,2,5,0.4
strict,function,neither,produce_s3,1,5,0.2
strict,function,neither,shared_memory,2,5,0.4
strict,group,both,IVW-input,8,44,0.1818
strict,group,both,IVW-produce_i0,4,44,0.0909
strict,group,both,IVW-produce_i2,3,44,0.0682
strict,group,both,SMO-produce_s,2,44,0.0455
strict,group,both,SMO-produce_s2,2,44,0.0455
strict,group,both,SMO-produce_s3,6,44,0.1364
strict,group,both,SMO-shared_memory,7,44,0.1591
strict,group,both,UDO-output,4,44,0.0909
strict,group,both,UDO-produce,4,44,0.0909
strict,group,both,UDO-produce_2,4,44,0.0909
strict,group,diting_only,IVW-input,3,21,0.1429
strict,group,diting_only,IVW-produce_i0,2,21,0.0952
strict,group,diting_only,IVW-produce_i3,3,21,0.1429
strict,group,diting_only,SMO-produce_s,1,21,0.0476
strict,group,diting_only,SMO-produce_s2,1,21,0.0476
strict,group,diting_only,SMO-produce_s3,2,21,0.0952
strict,group,diting_only,SMO-shared_memory,2,21,0.0952
strict,group,diting_only,UDO-output,3,21,0.1429
strict,group,diting_only,UDO-produce,2,21,0.0952
strict,group,diting_only,UDO-produce_2,2,21,0.0952
strict,group,llm_only,IVW-produce_i0,1,5,0.2
strict,group,llm_only,IVW-produce_i2,2,5,0.4
strict,group,llm_only,UDO-produce_3,2,5,0.4
strict,group,neither,IVW-produce_i2,2,5,0.4
strict,group,neither,SMO-produce_s3,1,5,0.2
strict,group,neither,SMO-shared_memory,2,5,0.4
