scope,metric,bucket,key,count,bucket_total,ratio_in_bucket
strict,function,llm_only,produce_i2,3,5,0.6
strict,function,neither,produce_i0,1,5,0.2
strict,function,neither,produce_i2,1,5,0.2
strict,function,neither,produce_s3,1,5,0.2
strict,function,neither,shared_memory,2,5,0.4
strict,group,both,IVW-input,9,37,0.2432
strict,group,both,IVW-produce_i0,5,37,0.1351
strict,group,both,IVW-produce_i2,2,37,0.0541
strict,group,both,SMO-produce_s,1,37,0.027
strict,group,both,SMO-produce_s3,4,37,0.1081
strict,group,both,SMO-shared_memory,4,37,0.1081
strict,group,both,UDO-output,4,37,0.1081
strict,group,both,UDO-produce,4,37,0.1081
strict,group,both,UDO-produce_2,4,37,0.1081
strict,group,diting_only,IVW-input,2,28,0.0714
strict,group,diting_only,IVW-produce_i0,1,28,0.0357
strict,group,diting_only,IVW-produce_i2,1,28,0.0357
strict,group,diting_only,IVW-produce_i3,3,28,0.1071
strict,group,diting_only,SMO-produce_s,2,28,0.0714
strict,group,diting_only,SMO-produce_s2,3,28,0.1071
strict,group,diting_only,SMO-produce_s3,4,28,0.1429
strict,group,diting_only,SMO-shared_memory,5,28,0.1786
strict,group,diting_only,UDO-output,3,28,0.1071
strict,group,diting_only,UDO-produce,2,28,0.0714
strict,group,diting_only,UDO-produce_2,2,28,0.0714
strict,group,llm_only,IVW-produce_i2,3,5,0.6
strict,group,llm_only,UDO-produce_3,2,5,0.4
strict,group,neither,IVW-produce_i0,1,5,0.2
strict,group,neither,IVW-produce_i2,1,5,0.2
strict,group,neither,SMO-produce_s3,1,5,0.2
strict,group,neither,SMO-shared_memory,2,5,0.4
