scope,metric,bucket,key,count,bucket_total,ratio_in_bucket
strict,function,diting_only,produce_2,5,37,0.1351
strict,function,diting_only,produce_i0,1,37,0.027
strict,function,diting_only,produce_i2,1,37,0.027
strict,function,diting_only,produce_i3,3,37,0.0811
strict,function,diting_only,produce_s,2,37,0.0541
strict,function,diting_only,produce_s2,3,37,0.0811
strict,function,diting_only,produce_s3,5,37,0.1351
strict,function,diting_only,shared_memory,6,37,0.1622
strict,function,llm_only,produce_3,1,2,0.5
strict,function,llm_only,produce_i2,1,2,0.5
strict,function,neither,produce_3,1,8,0.125
strict,function,neither,produce_i0,1,8,0.125
strict,function,neither,produce_i2,3,8,0.375
strict,function,neither,produce_s3,1,8,0.125
strict,function,neither,shared_memory,2,8,0.25
strict,group,both,IVW-input,11,28,0.3929
strict,group,both,IVW-produce_i0,5,28,0.1786
strict,group,both,IVW-produce_i2,2,28,0.0714
strict,group,both,SMO-produce_s,1,28,0.0357
strict,group,both,SMO-produce_s3,3,28,0.1071
strict,group,both,SMO-shared_memory,3,28,0.1071
strict,group,both,UDO-output,1,28,0.0357
strict,group,both,UDO-produce,1,28,0.0357
strict,group,both,UDO-produce_2,1,28,0.0357
strict,group,diting_only,IVW-produce_i0,1,37,0.027
strict,group,diting_only,IVW-produce_i2,1,37,0.027
strict,group,diting_only,IVW-produce_i3,3,37,0.0811
strict,group,diting_only,SMO-produce_s,2,37,0.0541
strict,group,diting_only,SMO-produce_s2,3,37,0.0811
strict,group,diting_only,SMO-produce_s3,5,37,0.1351
strict,group,diting_only,SMO-shared_memory,6,37,0.1622
strict,group,diting_only,UDO-output,6,37,0.1622
strict,group,diting_only,UDO-produce,5,37,0.1351
strict,group,diting_only,UDO-produce_2,5,37,0.1351
strict,group,llm_only,IVW-produce_i2,1,2,0.5
strict,group,llm_only,UDO-produce_3,1,2,0.5
strict,group,neither,IVW-produce_i0,1,8,0.125
strict,group,neither,IVW-produce_i2,3,8,0.375
strict,group,neither,SMO-produce_s3,1,8,0.125
strict,group,neither,SMO-shared_memory,2,8,0.25
strict,group,neither,UDO-produce_3,1,8,0.125
