scope,metric,bucket,key,count,bucket_total,ratio_in_bucket
line,group,neither,IVW-produce_i0,1,5,0.2
line,group,neither,IVW-produce_i2,1,5,0.2
line,group,neither,SMO-produce_s3,1,5,0.2
line,group,neither,SMO-shared_memory,2,5,0.4
strict,category,both,direct_usage_of_shared_memory,8,28,0.2857
strict,category,both,input_validation_weakness,14,28,0.5
strict,category,both,unencrypted_data_output,6,28,0.2143
strict,category,diting_only,direct_usage_of_shared_memory,15,37,0.4054
strict,category,diting_only,input_validation_weakness,9,37,0.2432
strict,category,diting_only,unencrypted_data_output,13,37,0.3514
strict,category,llm_only,input_validation_weakness,1,2,0.5
strict,category,llm_only,unencrypted_data_output,1,2,0.5
strict,category,neither,direct_usage_of_shared_memory,3,8,0.375
strict,category,neither,input_validation_weakness,4,8,0.5
strict,category,neither,unencrypted_data_output,1,8,0.125
strict,function,both,input,7,28,0.25
strict,function,both,output,2,28,0.0714
strict,function,both,produce,2,28,0.0714
strict,function,both,produce_2,2,28,0.0714
strict,function,both,produce_i0,5,28,0.1786
strict,function,both,produce_i2,2,28,0.0714
strict,function,both,produce_s,1,28,0.0357
strict,function,both,produce_s3,3,28,0.1071
strict,function,both,shared_memory,4,28,0.1429
strict,function,diting_only,input,4,37,0.1081
strict,function,diting_only,output,5,37,0.1351
strict,function,diting_only,produce,4,37,0.1081
strict,function,diting_only,produce_2,4,37,0.1081
strict,function,diting_only,produce_i0,1,37,0.027
strict,function,diting_only,produce_i2,1,37,0.027
strict,function,diting_only,produce_i3,3,37,0.0811
strict,function,diting_only,produce_s,2,37,0.0541
strict,function,diting_only,produce_s2,3,37,0.0811
strict,function,diting_only,produce_s3,5,37,0.1351
strict,function,diting_only,shared_memory,5,37,0.1351
strict,function,llm_only,produce_3,1,2,0.5
strict,function,llm_only,produce_i2,1,2,0.5
strict,function,neither,produce_3,1,8,0.125
strict,function,neither,produce_i0,1,8,0.125
strict,function,neither,produce_i2,3,8,0.375
strict,function,neither,produce_s3,1,8,0.125
strict,function,neither,shared_memory,2,8,0.25
strict,group,both,IVW-input,7,28,0.25
strict,group,both,IVW-produce_i0,5,28,0.1786
strict,group,both,IVW-produce_i2,2,28,0.0714
strict,group,both,SMO-produce_s,1,28,0.0357
strict,group,both,SMO-produce_s3,3,28,0.1071
strict,group,both,SMO-shared_memory,4,28,0.1429
strict,group,both,UDO-output,2,28,0.0714
strict,group,both,UDO-produce,2,28,0.0714
strict,group,both,UDO-produce_2,2,28,0.0714
strict,group,diting_only,IVW-input,4,37,0.1081
strict,group,diting_only,IVW-produce_i0,1,37,0.027
strict,group,diting_only,IVW-produce_i2,1,37,0.027
strict,group,diting_only,IVW-produce_i3,3,37,0.0811
strict,group,diting_only,SMO-produce_s,2,37,0.0541
strict,group,diting_only,SMO-produce_s2,3,37,0.0811
strict,group,diting_only,SMO-produce_s3,5,37,0.1351
strict,group,diting_only,SMO-shared_memory,5,37,0.1351
strict,group,diting_only,UDO-output,5,37,0.1351
strict,group,diting_only,UDO-produce,4,37,0.1081
strict,group,diting_only,UDO-produce_2,4,37,0.1081
strict,group,llm_only,IVW-produce_i2,1,2,0.5
strict,group,llm_only,UDO-produce_3,1,2,0.5
strict,group,neither,IVW-produce_i0,1,8,0.125
strict,group,neither,IVW-produce_i2,3,8,0.375
strict,group,neither,SMO-produce_s3,1,8,0.125
strict,group,neither,SMO-shared_memory,2,8,0.25
strict,group,neither,UDO-produce_3,1,8,0.125
